PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P08766,Velachery,1938,28-08-2007,178,3,2,5,AdjLand,No,8/9/1963,Commercial,AllPub,Paved,RM,2.3,4.6,2.1,3.28,649862,249947,16663130
P07528,Chrompet,756,13-10-2008,35,1,1,2,AdjLand,Yes,16-10-1997,House,ELO,No Access,RM,2.9,3.8,3.4,3.41,244796,84413,8441250
P09813,Velachery,1629,20-05-2005,77,2,1,4,AbNormal,No,3/6/1951,House,NoSeWa,Gravel,RL,3,3.5,4,3.53,269665,134832,8988830
P02762,Karapakkam,501,3/8/2011,123,1,1,2,AdjLand,No,9/8/1985,Others,NoSeWa,Gravel,RH,4.4,2,2.8,3.04,194456,88894,5555875
P03228,Karapakkam,1042,30-04-2011,78,1,1,3,Partial,No,10/5/1969,House,NoSewr ,Paved,I,4.9,2.5,3.5,3.62,220902,105431,5020500
P02751,Karapakkam,1396,5/8/2011,139,2,2,4,AbNormal,No,15-08-1970,House,ELO,Gravel,C,4.9,4.7,3,4.08,217791,72597,6049750
P03696,Chrompet,929,30-01-2011,188,1,1,3,Normal Sale,Yes,1/2/2004,Others,NoSewr ,No Access,RL,4,2,2.6,2.78,287775,35972,8992980
P04127,Karapakkam,1622,31-10-2010,127,2,2,4,AbNormal,No,3/11/1999,Others,NoSewr ,Paved,C,3.3,4,4.7,4.07,295980,177588,7399500
P00713,T Nagar,1727,23-09-2013,92,1,1,4,Partial,No,26-09-2000,House,NoSeWa,No Access,RH,4,4.6,3.8,4.06,274541,116152,10559260
P04532,Karapakkam,706,13-08-2010,109,1,1,2,Partial,No,19-08-1984,Commercial,NoSeWa,Gravel,RM,4.6,2.4,3.3,3.42,333900,141908,8347500
P04837,Karapakkam,1527,21-06-2010,81,2,2,4,Normal Sale,No,3/7/1963,House,NoSewr ,No Access,RH,3,5,2.7,3.48,284581,97016,6467750
P00170,Anna Nagar,1695,26-10-2014,117,1,1,4,Partial,Yes,1/11/1991,Others,AllPub,Gravel,RL,4.8,5,3.2,4.21,469868,142384,14238410
P06937,Chrompet,796,14-04-2009,72,1,1,2,AbNormal,No,23-04-1974,House,ELO,No Access,RH,4.4,4.5,3.5,4.17,175586,28320,5664050
P04414,Velachery,1525,6/9/2010,88,2,1,4,Normal Sale,No,15-09-1972,Commercial,AllPub,No Access,RM,2.7,3.6,3.6,3.38,489510,119070,13230010
P04136,Karapakkam,1096,29-10-2010,116,1,1,3,AdjLand,Yes,9/11/1965,Others,AllPub,Gravel,A,2.6,4.8,2.6,3.26,278715,97226,6481750
P06341,Karapakkam,1624,10/9/2009,140,2,2,4,Partial,No,20-09-1969,Commercial,AllPub,No Access,RM,2.6,5,3.8,3.8,420350,288240,12010000
P06228,Velachery,1961,2/10/2009,37,3,2,5,Partial,No,8/10/1984,Others,AllPub,No Access,RL,3.1,4.2,2.1,3.3,340507,82547,10318400
P03790,Anna Nagar,1955,10/1/2011,152,2,1,5,Family,Yes,20-01-1971,Others,NoSeWa,Gravel,RH,4.9,3.4,4.7,4.445,584336,116867,14608400
P05139,Velachery,1868,22-04-2010,125,3,2,5,AbNormal,No,4/5/1962,House,ELO,Gravel,C,4.2,2.7,2.1,2.9,290751,64611,8076410
P03440,KK Nagar,2454,26-03-2011,99,4,2,6,Family,Yes,30-03-1994,House,NoSewr ,Paved,RL,4.3,3.2,3.8,3.77,540705,301789,12574540
P05701,KK Nagar,1551,9/1/2010,33,2,1,4,Normal Sale,No,11/1/2001,Others,NoSewr ,Gravel,RH,3.5,5,2.1,3.39,424266,115709,9642400
P03722,Velachery,1786,24-01-2011,135,2,1,4,AdjLand,No,7/2/1956,Commercial,NoSewr ,Gravel,C,2.3,4.4,3.8,3.7,406817,244090,13560550
P09847,Velachery,1923,16-02-2005,98,3,2,5,Family,No,20-02-1989,House,ELO,Gravel,RM,3.8,2.1,3.6,2.98,353522,165714,11047570
P05151,Karapakkam,1103,19-04-2010,158,1,1,3,Partial,No,30-04-1966,House,NoSeWa,Gravel,RH,4.4,4.3,4.2,4.29,218173,137137,6233500
P06494,KK Nagar,1601,7/8/2009,93,2,1,4,AbNormal,No,12/8/1990,Others,NoSeWa,Paved,RM,4.7,2.8,4.3,3.97,480885,194400,10231600
P07524,Chrompet,1219,14-10-2008,159,2,1,4,Partial,No,23-10-1972,House,NoSewr ,Gravel,RM,3.4,2.7,3.9,3.27,317863,57793,9632200
P07055,Adyar,786,8/3/2009,112,1,1,2,Family,Yes,17-03-1974,Others,NoSewr ,Gravel,RH,3.9,2.8,3.3,3.38,334520,42887,8577425
P05557,Chrompet,1177,4/2/2010,114,1,1,3,AbNormal,No,11/2/1981,Commercial,ELO,No Access,RL,3.2,2.6,4.8,3.44,320735,148031,12335950
P04513,Chrompet,1179,16-08-2010,54,1,1,3,AdjLand,No,25-08-1972,Other,NoSeWa,Gravel,RH,3.1,2.7,4.2,3.27,268045,64701,9242930
P03858,Velachery,1809,28-12-2010,32,3,2,5,AbNormal,Yes,9/1/1961,Commercial,NoSeWa,No Access,RL,3.5,5,2.3,3.82,540851,165260,15023650
P06241,Adyar,830,30-09-2009,82,1,1,3,Partial,Yes,3/10/1998,Others,AllPub,Gravel,RH,2.4,2.1,5,3.64,278900,102263,9296665
P02752,Adyar,1098,5/8/2011,86,1,1,3,AbNormal,Yes,8/8/1997,Commercial,NoSewr ,Gravel,C,3.7,2.8,2.1,2.72,508787,130458,13045810
P05266,Chrompet,829,29-03-2010,25,1,1,3,Normal Sale,Yes,2/4/1992,Commercial,NoSeWa,Paved,RH,3,2,2.9,2.57,326367,152305,10878900
P09103,Chrompet,1185,6/4/2007,31,1,1,3,Partial,Yes,12/4/1981,House,NoSewr ,Paved,RH,2.4,3.4,3.3,3.07,265065,132533,8835500
P05738,Adyar,1281,1/1/2010,56,2,2,4,Partial,No,7/1/1985,House,AllPub,No Access,A,4.9,3.9,3.4,3.95,239256,12933,6466375
P07285,Chrompet,1001,30-12-2008,183,1,1,3,AbNormal,Yes,1/1/2002,Commercial,NoSewr ,Gravel,RH,5,3.5,2.7,3.71,418843,222510,13088850
P07582,Chrompet,1041,27-09-2008,132,1,1,3,Normal Sale,Yes,6/10/1975,Commercial,AllPub,Gravel,RL,4.8,5,2.8,4.28,453366,192337,13738350
P09260,Velachery,1960,8/2/2007,21,3,2,5,Normal Sale,Yes,22-02-1952,Commercial,NoSeWa,Gravel,A,2.5,2.8,4.4,3.21,468725,146477,14647650
P04099,Karapakkam,1419,8/11/2010,115,2,2,4,AdjLand,No,12/11/1993,Others,NoSeWa,Paved,RL,4.6,3.4,4.6,4.24,349175,113482,8729375
P04763,Karapakkam,1395,3/7/2010,77,2,2,4,Partial,No,4/7/2005,House,NoSewr ,Gravel,RH,2.5,3.1,2.4,2.64,293750,193256,7730250
P05045,Chrompet,990,10/5/2010,4,1,1,3,Normal Sale,No,15-05-1988,House,AllPub,No Access,RH,4.3,2.9,3.2,3.41,181675,83850,6987500
P00521,T Nagar,1988,7/2/2014,197,2,1,5,AdjLand,Yes,14-02-1986,Others,NoSeWa,Paved,RM,5,4.3,3.9,4.33,605797,294712,16372900
P00550,Chrompet,977,12/1/2014,12,1,1,3,Normal Sale,No,15-01-2004,House,NoSewr ,Paved,RL,3.7,4.4,2.4,3.59,231619,66177,8272100
P06708,KK Nagar,1606,19-06-2009,178,2,1,4,AdjLand,No,22-06-1999,House,NoSeWa,Gravel,RH,2.1,2.1,3.5,2.66,277830,175959,9261000
P02425,KK Nagar,2472,7/10/2011,23,4,2,6,Normal Sale,Yes,11/10/1995,House,AllPub,Paved,RH,2.8,2.6,4.5,3.42,478917,122799,12279920
P04312,Adyar,1015,24-09-2010,14,1,1,3,Partial,No,27-09-1998,House,AllPub,No Access,RL,3.7,2.7,2.6,2.95,269276,39599,7919880
P08573,T Nagar,1553,3/11/2007,117,1,1,4,AdjLand,No,12/11/1968,Others,NoSeWa,Paved,RH,3.8,4.3,2.4,3.295,394033,173838,11589220
P08440,T Nagar,1901,31-12-2007,83,2,1,5,Normal Sale,Yes,1/1/2003,Commercial,ELO,Paved,RM,4.9,2.2,2.6,3.19,610994,226294,22629400
P06769,KK Nagar,1917,30-05-2009,165,3,2,5,Family,No,6/6/1982,House,NoSeWa,Paved,RH,3.2,2.3,3.1,2.89,385200,179163,8958140
P09529,Adyar,856,24-10-2006,144,1,1,3,AbNormal,Yes,26-10-1999,House,AllPub,Gravel,RL,3,5,3.2,3.5,395752,89044,9893805
P05708,Karapakkam,1127,7/1/2010,129,1,1,3,Family,Yes,8/1/2005,Commercial,AllPub,No Access,A,2.6,3.2,3.5,3.14,407288,114041,8145750
P09974,Velachery,1933,9/6/2004,196,3,2,5,Normal Sale,Yes,21-06-1958,House,NoSewr ,Gravel,I,4,2.1,4.9,3.42,324754,162377,10148570
P01852,Karapakkam,740,27-01-2012,53,1,1,2,Partial,Yes,4/2/1978,Others,NoSeWa,Paved,RM,2.3,4.8,4.9,4.09,336536,102424,7316000
P06370,Chrompet,1244,4/9/2009,189,2,1,4,Partial,Yes,14-09-1971,Others,ELO,Paved,RL,3.8,4.5,2,3.54,293909,40539,10134780
P01546,KK Nagar,1818,21-03-2012,96,3,2,5,Partial,No,24-03-2002,Others,NoSeWa,Gravel,RH,2.1,2.7,4.4,3.2,354696,121610,10134160
P00366,T Nagar,1810,6/6/2014,109,2,1,5,AdjLand,Yes,9/6/2000,Commercial,NoSewr ,No Access,RM,2.6,2.2,2.5,2.455,754472,301789,21556330
P03978,Chrompet,1139,1/12/2010,30,1,1,3,Partial,Yes,5/12/1995,Others,NoSeWa,Paved,RL,2.7,2.3,2,2.33,258276,129138,9933680
P05478,Velachery,1514,17-02-2010,73,2,1,4,Normal Sale,Yes,24-02-1984,House,NoSewr ,Paved,A,2.6,5,2.7,3.71,301745,90523,7543620
P03507,Anna Nagar,1512,14-03-2011,193,1,1,4,Normal Sale,No,25-03-1966,House,ELO,Gravel,RH,4,4.9,2.8,3.745,362364,124239,10353250
P07987,Velachery,1775,30-05-2008,106,2,1,4,Family,No,6/6/1981,House,NoSewr ,Gravel,I,2.1,3.2,2.6,2.75,287479,174230,8711490
P08396,Velachery,1503,14-01-2008,110,2,1,4,Family,No,16-01-2000,House,NoSeWa,No Access,A,4.1,4.1,3.5,3.92,214825,65641,5967360
P07690,Chrompet,1226,1/9/2008,147,2,1,4,AbNormal,No,11/9/1969,Commercial,ELO,Gravel,RM,2.3,3.6,2.7,2.94,471598,142909,14290850
P01868,Karapakkam,589,24-01-2012,168,1,1,2,AbNormal,No,30-01-1986,Others,AllPub,No Access,RM,5,2.1,4.3,3.85,286840,58539,5853875
P00729,Chrompet,851,6/9/2013,188,1,1,3,Normal Sale,No,8/9/2006,House,ELO,No Access,RH,4,5,2.7,4.01,175447,103969,6498050
P04871,KK Nagar,1558,15-06-2010,129,2,1,4,Family,No,21-06-1984,Commercial,NoSewr ,Paved,RM,3.7,3.1,2.6,3.08,420773,122160,13573320
P00773,Anna Nagar,1608,4/8/2013,129,1,1,4,AbNormal,Yes,15-08-1971,Commercial,ELO,Paved,RL,3,3,3.2,3.08,557665,223066,18588840
P00189,Chrompet,1257,11/10/2014,173,2,1,4,AbNormal,Yes,12/10/2010,House,NoSeWa,Paved,RL,4.9,4.1,3.2,4.07,323814,73119,10445600
P01602,Anna Nagar,1617,11/3/2012,86,1,1,4,Partial,No,13-03-2005,Others,AllPub,Paved,RM,2.3,2.1,3.6,2.77,367695,78792,13131950
P08270,KK Nagar,1678,6/3/2008,111,2,1,4,Partial,No,13-03-1980,Commercial,NoSewr ,Paved,RM,3.3,4.3,3.9,3.84,607132,268268,14119360
P01415,Chormpet,1254,22-05-2012,21,2,1,4,Family,No,26-05-1998,Others,ELO,Gravel,RM,2,3.7,3,2.98,357360,54145,10829080
P07735,Chrompet,711,16-08-2008,168,1,1,2,Normal Sale,No,20-08-1993,Others,NoSeWa,Gravel,RH,2.7,2,2,2.21,213130,99460,7104320
P09075,Anna Nagar,1703,16-04-2007,164,1,1,4,AdjLand,Yes,17-04-2002,Commercial,AllPub,Paved,RL,2.7,3.6,3.5,3.245,623468,228605,20782250
P06192,Karapakkam,500,7/10/2009,111,1,1,2,Family,Yes,13-10-1986,Commercial,ELO,Gravel,I,2.3,3.4,3.1,2.95,257917,72746,6613250
P06324,Karapakkam,672,13-09-2009,141,1,1,2,Normal Sale,Yes,15-09-2002,Others,NoSewr ,Gravel,C,3.3,2.9,3.3,3.18,301613,138742,6032250
P08158,Anna Nagar,1933,6/4/2008,93,2,1,5,Partial,Yes,13-04-1983,House,NoSewr ,Gravel,RL,4.5,4.9,4.3,4.52,382166,113234,14154300
P03013,Karapakkam,778,14-06-2011,109,1,1,2,Partial,No,19-06-1991,Others,AllPub,Gravel,A,4.6,3.9,3,3.75,208527,75425,4436750
P06976,Velachery,1922,1/4/2009,89,3,2,5,Normal Sale,Yes,10/4/1972,House,ELO,Gravel,RH,2.1,3.7,4.9,3.66,428454,117825,10711340
P09349,Adyar,1033,8/1/2007,86,1,1,3,AdjLand,Yes,14-01-1984,House,ELO,Paved,C,3.5,2.7,3.9,3.54,239881,31984,7996045
P01471,T Nagar,1644,17-04-2012,189,1,1,4,Family,Yes,27-04-1973,House,NoSeWa,Paved,RH,3.6,3.3,4.4,3.885,332860,137735,11477930
P08448,Adyar,1272,28-12-2007,169,2,2,4,Partial,Yes,6/1/1972,House,AllPub,Gravel,I,2.1,2,3.3,2.68,284818,132915,9493940
P02290,Adyar,1066,30-10-2011,34,1,1,3,Family,No,31-10-2006,House,AllPub,Gravel,RL,4.7,4.4,3.4,3.99,338852,116178,9681475
P09121,Adyar,897,2/4/2007,42,1,1,3,AdjLand,Yes,4/4/1999,Commercial,NoSewr ,No Access,RL,2.8,2.2,2.1,2.33,428169,188898,12593220
P01377,Chrompet,1076,25-06-2012,194,1,1,3,Normal Sale,No,29-06-1996,Commercial,NoSewr ,No Access,RM,3,3.1,2.1,2.77,351697,188409,12560600
P03716,KK Nagar,2398,26-01-2011,103,4,2,6,Partial,Yes,27-01-2006,Others,NoSewr ,Paved,RM,4.7,5,4.3,4.63,496288,255234,14179660
P00740,Anna Nagar,1541,26-08-2013,139,1,1,4,Partial,Yes,1/9/1990,Others,NoSewr ,Paved,RL,3.4,4.2,4.3,3.96,359663,192676,12845090
P08507,Velachery,1658,3/12/2007,48,2,1,4,AdjLand,Yes,5/12/1996,House,NoSeWa,Paved,RL,2.3,4.4,2.9,3.43,343391,118041,10730970
P03432,KK Nagar,2271,28-03-2011,190,4,2,6,AdjLand,No,3/4/1984,Others,NoSeWa,Gravel,RL,3.6,3.9,3.4,3.61,544989,190112,12674160
P09660,Velachery,1613,17-04-2006,72,2,1,4,Normal Sale,No,28-04-1962,Others,NoSeWa,No Access,A,3.9,4.7,2.2,3.75,219682,135686,6461230
P09765,Velachery,1692,2/9/2005,5,2,1,4,Family,No,13-09-1962,Others,AllPub,Gravel,RM,2.2,2,3.4,2.47,386387,203926,10732960
P05357,Chrompet,801,11/3/2010,104,1,1,3,AdjLand,No,21-03-1971,Commercial,AllPub,No Access,RM,4.6,4.9,4.3,4.63,341186,181255,10662050
P09084,Chrompet,1298,12/4/2007,11,2,1,4,AbNormal,No,20-04-1974,Commercial,NoSewr ,Paved,RL,2.7,3.3,3.7,3.24,393107,70198,14039550
P09265,Adyar,831,7/2/2007,79,1,1,3,Partial,No,11/2/1990,Commercial,NoSewr ,Gravel,RH,4.4,2,3.7,3.57,413807,32669,10889655
P07483,Chrompet,1187,26-10-2008,151,1,1,3,Partial,No,28-10-2000,House,AllPub,No Access,RL,2.9,2.7,5,3.45,216908,83426,8342600
P07602,T Nagar,1577,24-09-2008,128,1,1,4,Partial,Yes,2/10/1976,Others,NoSeWa,Gravel,RM,4.7,3.9,3.6,4.005,375465,264216,13906100
P00748,Anna Nagar,1598,20-08-2013,121,1,1,4,AdjLand,Yes,31-08-1968,House,ELO,Paved,RM,2.5,4.6,2.3,2.945,508658,203463,12716450
P06028,Karapakkam,1117,6/11/2009,114,1,1,3,Partial,No,11/11/1988,Others,NoSewr ,Paved,RL,2.3,2.3,3.6,2.82,213904,99822,7130125
P07038,Velachery,1793,13-03-2009,13,2,1,4,AdjLand,No,18-03-1988,Commercial,NoSeWa,No Access,RM,3.7,3.9,2.1,3.31,518076,228563,15237520
P06246,KK Nagar,1399,30-09-2009,46,2,1,4,Normal Sale,No,6/10/1985,House,NoSeWa,Gravel,RM,3.3,3.6,4.2,3.75,366861,103473,9406680
P08331,Anna Nagar,1851,12/2/2008,0,2,1,5,Partial,No,20-02-1973,Others,NoSewr ,Gravel,RH,4.4,3.2,2.9,3.5,482814,91343,13049030
P02116,Anna Nagar,1508,8/12/2011,63,1,1,4,AbNormal,No,18-12-1970,Others,NoSewr ,No Access,RH,2,3.4,4.3,3.27,373074,165811,10363160
P06495,KK Nagar,1803,7/8/2009,92,3,2,5,Partial,No,11/8/1992,Commercial,NoSeWa,Gravel,RL,3.3,4.7,4.5,4.2,747457,119593,14949140
P09447,Chrompet,1147,1/12/2006,191,1,1,3,Partial,No,10/12/1970,Commercial,ELO,Gravel,RM,2.4,2.7,3,2.7,428262,173982,13383200
P08893,Velachery,1971,2/7/2007,152,3,2,5,Normal Sale,No,5/7/1995,House,NoSeWa,Paved,RH,3.1,3.2,3.2,3.18,373863,147577,9838490
P09397,Anna Nagar,1836,23-12-2006,34,2,1,5,Partial,Yes,25-12-1998,Others,ELO,Gravel,RH,3.1,2.6,5,3.735,487284,71659,14331890
P06884,KK Nagar,1934,29-04-2009,165,3,2,5,AbNormal,Yes,2/5/1996,Others,NoSeWa,Paved,RH,3.1,4,3.5,3.53,349486,191654,11273740
P07096,T Nagar,1858,27-02-2009,36,2,1,5,Normal Sale,Yes,8/3/1974,Commercial,ELO,No Access,RM,2,4.7,4.9,3.98,826242,169486,21185700
P05093,Chrompet,1134,3/5/2010,101,1,1,3,AbNormal,Yes,7/5/1995,Commercial,ELO,No Access,RH,2.6,4,3.7,3.49,392294,50619,12654650
P03913,Chrompet,1254,16-12-2010,93,2,1,4,AdjLand,No,25-12-1973,House,AllPub,Paved,RM,2.9,3.4,2,2.83,267196,79169,9896150
P08443,T Nagar,1595,30-12-2007,153,1,1,4,AdjLand,Yes,1/1/1998,Others,NoSeWa,No Access,RH,4.6,3.8,3.8,4.04,461680,76947,12824450
P06920,Chrompet,910,18-04-2009,158,1,1,3,Normal Sale,No,21-04-1996,House,AllPub,Paved,RM,2.2,4.3,4.5,3.73,226454,148066,8709750
P06525,Karapakkam,1114,31-07-2009,64,1,1,3,Family,No,3/8/1999,Commercial,AllPub,No Access,A,3.9,3.7,4.9,4.24,340776,70995,7099500
P03096,T Nagar,1726,28-05-2011,156,1,1,4,Family,Yes,31-05-1998,House,ELO,Paved,RH,3.6,4.4,2.6,3.35,317095,207331,12195960
P01639,Karapakkam,946,4/3/2012,191,1,1,3,Family,No,15-03-1970,Others,ELO,No Access,RM,2.2,2.5,2,2.21,191030,117083,6162250
P01361,T Nagar,1756,8/7/2012,153,1,1,4,Normal Sale,Yes,11/7/2001,Others,NoSeWa,No Access,RL,4.3,2.2,3,3.19,412638,192564,13754600
P01034,Chrompet,1099,6/2/2013,43,1,1,3,AdjLand,No,14-02-1984,House,NoSewr ,Paved,RH,4.6,5,4.5,4.73,221269,65561,8195150
P07772,T Nagar,1700,8/8/2008,164,1,1,4,Normal Sale,No,10/8/2003,Commercial,ELO,Paved,RM,3,3.3,2.6,2.895,514762,118791,19798550
P07019,KK Nagar,1730,22-03-2009,85,2,1,4,AdjLand,No,25-03-1998,Commercial,AllPub,Paved,RL,4.3,4.1,4.5,4.32,717323,373606,14944220
P01473,Anna Nagar,1514,16-04-2012,72,1,1,4,AdjLand,No,24-04-1980,House,NoSewr ,No Access,RM,4.5,4.4,5,4.675,330127,91070,11383690
P00324,Chrompet,1033,4/7/2014,86,1,1,3,Partial,No,7/7/2003,Commercial,NoSewr ,Paved,RH,3.6,4.2,4.8,4.2,358672,185121,11570050
P02003,Velachery,1751,29-12-2011,55,2,1,4,AbNormal,Yes,8/1/1970,Others,NoSeWa,Paved,RL,2.8,3.3,2.6,2.97,367504,140516,10808940
P07459,Adyar,688,3/11/2008,14,1,1,2,AbNormal,No,13-11-1970,Others,AllPub,No Access,I,5,4.9,4.1,4.53,182031,79639,5688470
P06491,KKNagar,1521,8/8/2009,14,2,1,4,Adj Land,No,13-08-1988,Commercial,NoSeWa,Gravel,RH,3.8,2.4,3.1,3.1,498447,327926,13117020
P02906,Karapakkam,1496,1/7/2011,144,2,2,4,Normal Sale,No,7/7/1986,House,NoSewr ,Gravel,RH,3.5,3.3,3.3,3.36,317190,198244,7929750
P00714,T Nagar,1921,22-09-2013,188,2,1,5,Family,Yes,26-09-1998,Commercial,NoSeWa,Gravel,RM,4.8,2.7,3.7,3.78,828486,138081,23013500
P06562,KK Nagar,1414,24-07-2009,177,2,1,4,Partial,Yes,30-07-1985,Commercial,NoSewr ,Paved,RM,4.8,3.1,3.2,3.65,493124,287655,13697880
P00469,Anna Nagar,1622,24-03-2014,109,1,1,4,AbNormal,Yes,28-03-1999,Others,AllPub,No Access,RL,3.4,4.4,2.9,3.45,355700,118567,13174060
P01918,Adyar,934,15-01-2012,91,1,1,3,AbNormal,No,20-01-1989,Others,NoSeWa,Paved,RH,2.6,4.8,2,2.74,288628,104227,8017445
P08039,Adyar,903,14-05-2008,108,1,1,3,AbNormal,Yes,17-05-1998,House,NoSewr ,Paved,C,4.8,4.4,4,4.32,296843,68502,7611350
P00603,T Nagar,1946,4/12/2013,148,2,1,5,AdjLand,No,11/12/1985,Others,NoSeWa,Gravel,RH,2.7,3.8,2.9,3.065,556955,171371,14280890
P08060,Adyar,791,6/5/2008,71,1,1,2,Partial,Yes,16-05-1969,Commercial,NoSeWa,Gravel,C,4.9,3.8,4.2,4.33,352180,146742,9782785
P09758,Velachery,1992,11/9/2005,147,3,2,5,Partial,No,15-09-1990,House,NoSeWa,Gravel,RM,2.4,2.8,2.4,2.58,411777,111291,11129100
P07245,Chrompet,858,8/1/2009,32,1,1,3,Partial,Yes,14-01-1985,House,NoSeWa,No Access,RL,2.9,3,3.9,3.24,226302,30174,7543400
P08537,Chrompet,990,15-11-2007,181,1,1,3,AbNormal,No,17-11-1999,Commercial,ELO,Paved,RL,3,4.2,4.8,4.02,370636,203252,11956000
P03059,Karapakkam,705,2/6/2011,100,1,1,2,Family,Yes,10/6/1976,House,ELO,Gravel,A,4.7,3.1,4.8,4.26,206449,59641,4587750
P05763,Karapakkam,1008,26-12-2009,194,1,1,3,Partial,Yes,3/1/1979,Commercial,NoSeWa,No Access,RL,2.5,4.5,3.4,3.46,373930,200646,9120250
P05164,Karapakkam,1696,16-04-2010,48,2,2,4,Normal Sale,No,26-04-1970,House,NoSewr ,No Access,RH,4.9,4.9,5,4.94,293724,57312,7164000
P06915,Velachery,1907,19-04-2009,86,3,2,5,Normal Sale,No,25-04-1987,Commercial,ELO,Paved,C,2.4,4,4.3,3.69,420760,210380,14025340
P02629,KK Nagar,1960,31-08-2011,98,3,2,5,Normal Sale,No,4/9/1995,Others,NoSewr ,Paved,RL,5,3.7,3.3,3.93,432725,122051,11095520
P03495,KK Nagar,2051,17-03-2011,30,3,2,5,Partial,No,18-03-2005,House,NoSewr ,Gravel,RM,3,2.1,4.4,3.29,411765,160131,11437920
P00465,Chrompet,1202,28-03-2014,134,2,1,4,Family,No,7/4/1974,Others,NoSewr ,Paved,RH,3.1,3.4,3.5,3.34,232479,25831,8610340
P07282,Velachery,1941,30-12-2008,90,3,2,5,AbNormal,Yes,11/1/1961,House,ELO,No Access,RH,3.4,4.6,3.7,4.03,320289,141304,9420260
P07645,KK Nagar,2456,13-09-2008,171,4,2,6,AdjLand,Yes,18-09-1988,House,NoSewr ,Gravel,RM,5,5,3,4.2,679450,353880,14155200
P08967,Anna Nagar,1955,1/6/2007,33,2,1,5,Family,No,8/6/1977,House,NoSewr ,Paved,RM,3.7,3.4,2.8,3.265,372645,146396,13308750
P03146,Chrompet,1275,18-05-2011,3,2,1,4,AbNormal,No,23-05-1988,House,ELO,Gravel,RL,3.9,3.8,4.1,3.92,287798,86339,9593250
P05670,Anna Nagar,1860,15-01-2010,174,2,1,5,AbNormal,No,17-01-2004,Others,AllPub,Gravel,RH,4.6,3.4,3.2,3.74,522119,70557,14111320
P00629,Anna Nagar,1611,21-11-2013,144,1,1,4,Partial,Yes,22-11-2008,Others,NoSeWa,Paved,RM,3.2,3.7,2.9,3.205,432288,209172,13944780
P03828,Adyar,895,5/1/2011,197,1,1,3,AdjLand,Yes,15-01-1971,House,NoSewr ,No Access,I,3.6,4.7,4.2,4.12,250641,7372,7371800
P05438,T Nagar,1733,24-02-2010,191,1,1,4,AbNormal,Yes,2/3/1985,Commercial,NoSeWa,No Access,RL,3.4,3.7,2.1,2.89,702058,312026,19501600
P05042,Karapakkam,666,11/5/2010,51,1,1,2,AdjLand,Yes,20-05-1974,Others,ELO,Gravel,I,3.2,4.4,2.5,3.28,273317,74541,6211750
P05560,Karapakkam,701,3/2/2010,100,1,1,2,AbNormal,No,8/2/1990,House,NoSeWa,Gravel,RH,4.2,3,2,2.96,282175,141088,5643500
P05133,Karapakkam,1462,23-04-2010,68,2,2,4,Family,No,29-04-1986,Others,NoSeWa,Gravel,RM,2.7,3.3,3.6,3.24,356716,178358,9387250
P03834,Karapakkam,598,3/1/2011,51,1,1,2,AdjLand,No,15-01-1962,Others,ELO,No Access,RM,3,2.2,2.4,2.52,208767,107060,5353000
P10000,Velachery,1897,8/4/2004,52,3,2,5,Family,Yes,11/4/1995,Others,NoSeWa,No Access,RH,3.6,4.5,3.3,3.92,346191,205551,10818480
P09594,Velachery,1614,25-08-2006,152,2,1,4,Normal Sale,No,1/9/1978,House,NoSeWa,Gravel,I,4.3,4.2,2.9,3.84,317354,167028,8351410
P06508,Karapakkam,787,3/8/2009,40,1,1,2,Partial,Yes,11/8/1977,Commercial,ELO,Paved,RL,4.6,3.8,4.1,4.16,425350,119098,8507000
P09794,Velachery,1896,13-07-2005,156,3,2,5,Partial,Yes,24-07-1961,Others,ELO,Paved,I,3.1,3.5,4.3,3.64,349177,79812,9976480
P03916,Chrompet,805,15-12-2010,45,1,1,3,Normal Sale,Yes,24-12-1972,Others,NoSewr ,Paved,RH,4.5,2.6,2.8,3.23,221630,94984,7915350
P08509,Anna Nagar,1586,3/12/2007,14,1,1,4,AbNormal,No,8/12/1987,House,NoSeWa,No Access,RL,2.5,2.8,4.9,3.535,288129,128057,10671450
P06030,Velachery,1883,6/11/2009,155,3,2,5,Family,No,15-11-1972,Commercial,AllPub,Paved,C,3.4,2,3.4,2.77,464115,177456,13650440
P07830,KK Nagar,1582,20-07-2008,165,2,1,4,Partial,No,26-07-1984,Commercial,NoSewr ,Paved,RH,2.5,3.5,3,3,531638,197819,12363680
P05853,Adyar,1109,10/12/2009,132,1,1,3,AbNormal,Yes,18-12-1977,House,AllPub,Paved,RL,3.7,4,3.7,3.76,389114,89796,9977280
P02632,Karapakkam,968,30-08-2011,35,1,1,3,AdjLand,No,6/9/1980,Others,NoSeWa,Gravel,I,2.8,3,3,2.94,302268,81864,6297250
P03598,Karapakkam,1687,19-02-2011,46,2,2,4,Partial,No,26-02-1983,Commercial,NoSeWa,No Access,RH,3.5,3.9,4.1,3.86,522170,133320,11110000
